"bookname";"price";"author";"data";"public"
"Python贝叶斯分析 人民邮电出版社";51.8;"奥斯瓦尔多";"2018-02-01";"人民邮电出版社"
"Python贝叶斯分析 从务实和编程的角度 主要概念和应用 概率编程书籍 计算机网络 计算机书籍 程序设计 讲解贝叶斯统";66.3;"奥斯瓦尔多・马丁";"2010-12-30";"人民邮电出版社"
"Python超入门";79.2;"�`田正浩";"2021-07-01";"机械工业出版社"
"Python超入门 �`田正浩著,曹梦 9787111680932";70.3;"�`田正浩";"2021-07-01";"机械工业出版社"
"Python超入门 �`田正浩著,曹梦 译 机械工业出版社 9787111680932";83.16;"�`田正浩";"2021-07-01";"机械工业出版社"
"Python超入门 9787111680932";68.31;"�`田正浩";"2021-07-01";"机械工业出版社"
"Python超入门 9787111680932 �`田正浩著,曹梦 机械工业出版社";72.3;"�`田正浩";"2021-07-01";"机械工业出版社"
"Python超入门 Python代码编写零基础学Python入门学习手册Python实用教程编程基础机器学习网络爬虫py";87.52;"�`田正浩";"2021-04-01";"机械工业出版社"
"Python超入门 从基础入门到人工智能应用 全彩印刷";39.5;"中岛省吾";"2021-03-01";"人民邮电出版社"
"Python超入门 从基础入门到人工智能应用 全彩版一学就懂得Python实用教程 电脑编程自学零基础Python应用从";71.89;"中岛省吾";"2021-03-01";"人民邮电出版社"
"Python超入门 从基础入门到人工智能应用全彩印刷 Python编程从入门到实践计算机电脑编程入门";39.5;"中岛省吾";"2021-03-01";"人民邮电出版社"
"Python超入门:从基础入门到人工智能应用 9787115553546";54.51;"中岛省吾";"2010-01-01";"人民邮电出版社"
"Python超入门:全彩:从基础入门到人工智能应用 人民邮电出版社 9787115553546 中岛省吾";64.78;"中岛省吾";"2010-01-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书";61.45;"清水美树";"2021-07-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书 （库区：M） 9787115558923";53.47;"清水美树";"2021-07-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书 [日]清水美树,立山秀利,松原拓也,掌田津耶乃著,郑刘悦 9787115";63.0;"清水美树";"2021-07-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书 [日]清水美树,立山秀利,松原拓也,掌田津耶乃著,郑刘悦 译 人民邮电出";65.44;"清水美树";"2021-07-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书 Python自学 项目编程从入门到实战 Python";62.2;"清水美树";"2021-07-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书（全彩印刷）";39.9;"清水美树";"2021-07-01";"人民邮电出版社"
"Python超实用 你的Python实践工具书(全彩印刷) [日]清水美树,立山秀利,松原拓也,掌田津耶乃著,郑刘悦 人";54.26;"清水美树";"2021-07-01";"人民邮电出版社"
"Python趣味创意编程";39.5;"童晶";"2021-01-01";"人民邮电出版社"
"Python趣味创意编程 9787115551757 人民邮电出版社 童晶";60.04;"童晶";"2010-01-01";"人民邮电出版社"
"Python趣味创意编程 青少年Python创意编程少儿编程中小学生计算机编程真好玩趣味编程入门Py";39.5;"童晶";"2021-01-01";"人民邮电出版社"
"Python趣味案例编程(全彩版)";45.4;"明日科技";"2020-04-01";"吉林大学出版社"
"Python趣味编程 从入门到人工智能 +乐学Python编程 做个游戏很简单 儿童编程 python入门到通pytho";121.43;"Unknow";"Unknow";"电子工业出版社"
"Python趣味编程 从入门到人工智能 Python语言编程知识 培养青少年的编程思维 学习AI编程语言 零基础Pyth";50.9;"谢声涛";"2021-04-20";"清华大学出版社"
"Python趣味编程-从入门到人工智能";44.84;"谢声涛";"Unknow";"清华大学出版社"
"Python趣味编程：从入门到人工智能";57.4;"谢声涛";"2019-06-25";"清华大学出版社"
"Python趣味编程10例(STEAM &创客教育趣学指南)/达人迷";64.09;"布伦丹・斯科特|译者";"2018-06-01";"人民邮电"
"Python趣味编程与精彩实例";55.6;"码高少儿";"2020-01-10";"机械工业出版社"
"Python趣味编程与精彩实例 python编程从入门到精通 青少年学Python 少儿编程基础入门教材 编程真好玩 少";60.0;"Unknow";"2020-01-01";"机械工业出版社"
"Python趣味编程入门 (英)迈克・桑德斯(Mike Saunders) 人民邮电出版社【正版书籍】";36.34;"迈克・桑德斯";"2018-09-01";"人民邮电出版社"
"Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 python基础教程编程学习手册程序设计书籍";46.0;"迈克・桑德斯";"2018-09-01";"人民邮电出版社"
"Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件";24.5;"迈克・桑德斯";"2018-09-01";"人民邮电出版社"
"Python趣味编程入门与实战";73.4;"王征";"2019-09-01";"中国铁道出版社"
"PYTHON趣味编程入门与实战 9787113259327 王征,李晓波 中国铁道出版社";59.3;"王征";"2019-09-01";"中国铁道出版社"
"Python趣味编程入门与实战 中国铁道出版社 9787113259327 王征,李晓波";65.57;"王征";"2019-09-01";"中国铁道出版社"
"Python轻松学-爬虫.游戏与架站";44.84;"王春艳";"2019-03-01";"清华大学出版社"
"Python轻松学：爬虫、游戏与架站 王春艳 9787302522904 清华大学出版社";41.3;"王春艳";"2019-03-01";"清华大学出版社"
"Python边做边学-微课视频版";49.8;"陈秀玲";"2021-04-01";"清华大学出版社"
"Python迁移学习";44.5;"迪潘简・撒卡尔";"2020-10-01";"人民邮电出版社"
"Python迁移学习 使用TensorFlow和Keras实现高ji深度学习和神经网络模型 人工智能教程书籍 机器学习实";77.48;"迪潘简・撒卡尔";"2010-12-30";"人民邮电出版社"
"Python进阶编程：编写更高效 优雅的Python代码";119.8;"刘宇宙";"2021-04-20";"机械工业出版社"
"Python进阶编程编写更高效优雅的Python代码 Python语法并发编程性能优化内存管理 Python开发工程师专";114.01;"刘宇宙";"2021-05-01";"机械工业出版社"
"Python速查手册・基础卷（全彩版）";57.7;"明日科技";"2020-05-01";"北京希望电子出版社"
"Python速查手册・基础卷明日科技（MingRiSoft）著,明日科技 编北京希望电子出版社【正版图书，满额减】";126.36;"明日科技";"2020-05-01";"北京希望电子出版社"
"Python速查手册・模块卷（全彩版）";65.5;"明日科技";"2020-05-01";"北京希望电子出版社"
"Python量化交易";49.5;"张杨飞";"2019-05-01";"电子工业出版社"
"Python量化交易 张杨飞著 CTA策略海龟策略开发流程 Python量化交易策略技巧 量化投资 Python量化编程";57.5;"张杨飞";"2021-04-20";"电子工业出版社"
"Python量化交易：策略、技巧与实战";49.5;"张彦桥";"2019-08-01";"电子工业出版社"
"Python量化交易：策略、技巧与实战 9787121370908 张彦桥 电子工业出版社";72.3;"张彦桥";"2019-08-01";"电子工业出版社"
"Python量化交易：策略、技巧与实战 张彦桥 9787121370908 电子工业出版社";74.3;"张彦桥";"2019-08-01";"电子工业出版社"
"Python量化交易：策略、技巧与实战 电子工业出版社 9787121370908 张彦桥 著";82.17;"张彦桥";"2019-08-01";"电子工业出版社"
"Python量化交易：策略、技巧与实战 量化交易策略 深层次剖析 实战应用案列 普通投资者也能玩转量化投资 JoinQu";66.0;"Unknow";"2020-11-29";"西安电子科技大学出版社"
"Python量化交易从入门到实战";44.9;"张少娴";"2021-03-01";"清华大学出版社"
"Python量化交易从入门到实战 （库区：M） 9787302568117";60.23;"张少娴";"2021-03-01";"清华大学出版社"
"Python量化交易从入门到实战 9787302568117 枫林苑图书专营店 数量：";58.44;"张少娴";"2021-03-01";"清华大学出版社"
"Python量化交易从入门到实战 9787302568117 知礼图书专营店 数量：";58.44;"张少娴";"2021-03-01";"清华大学出版社"
"Python量化交易从入门到实战 清华大学出版社 9787302568117 张少娴、刘军、刘珏、徐卉";75.52;"张少娴";"2021-03-01";"清华大学出版社"
"Python量化交易实战";76.8;"王晓华";"2019-01-02";"清华大学出版社"
"Python量化交易实战 9787302517634";43.45;"王晓华";"2019-01-01";"清华大学出版社"
"Python量化交易实战 Python量化炒股入门与实战技巧书人工智能算法技巧程序设计股票交易算法实现应用技术计算机基础";73.0;"Unknow";"Unknow";"清华大学出版社"
"Python量化交易实战 清华大学出版社 9787302517634 王晓华 著";66.36;"王晓华";"2019-01-01";"清华大学出版社"
"Python量化交易实战 王晓华 9787302517634";45.0;"王晓华";"2019-01-01";"清华大学出版社"
"Python量化交易实战 王晓华 著 清华大学出版社【正版书籍】";74.71;"王晓华";"2019-01-01";"清华大学出版社"
"Python量化交易实战 王晓华Python环境搭建技术 构建Python股票交易平台技术 股票交易算法实现应用技术书籍";77.27;"Unknow";"2020-05-26";"清华大学"
"Python量化交易实战入门与技巧";42.1;"王征";"2018-11-01";"暂无信息"
"Python量化投资：技术 模型与策略";73.4;"赵志强";"2020-09-26";"机械工业出版社"
"Python量化投资：技术、模型与策略 9787111664239 赵志强,刘志伟 机械工业出版社";60.0;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化投资技术、模型与策略";60.83;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化投资技术、模型与策略 （库区：M） 9787111664239";52.93;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化投资技术、模型与策略 9787111664239 枫林苑图书专营店 数量：";51.35;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化投资技术、模型与策略 9787111664239 知礼图书专营店 数量：";51.35;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化投资技术、模型与策略 赵志强,刘志伟 9787111664239";62.4;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化投资技术模型与策略 赵志强 刘志伟 软件工具程序 量化投资理论策略 python数据分析金融工程分析师量";72.92;"赵志强";"2020-09-01";"机械工业出版社"
"Python量化炒期货入门与实战技巧";49.6;"王征";"2020-08-01";"中国铁道出版社"
"Python量化炒股入门与实战技巧";34.5;"王征";"2020-06-01";"中国铁道出版社"
"Python量化金融与人工智能";69.0;"朱顺泉";"2021-07-01";"清华大学出版社"
"Python量化金融编程从入门到精通";70.0;"丁奉乾";"2020-12-08";"北京大学出版社"
"Python量化金融编程从入门到精通 丁奉乾 著 编程语言与程序设计 办公自动化软件 程序设计 Python北京大学出版";66.69;"丁奉乾";"2010-12-30";"北京大学出版社"
"python金融三册 Python金融分析从业实战教程 基于Python的金融分析与风险管理+Python金融大数据分析";310.57;"其他作者";"2010-12-30";"清华大学出版社"
"Python金融分析入门到实战:基于Python的金融分析与风险管理+Python金融实战案例精粹";165.9;"斯文";"2020-06-01";"人民邮电出版社"
"PYthon金融大数据分析";90.35;"伊夫・希尔皮斯科";"2020-04-01";"人民邮电出版社"
"python金融大数据分析 python基础教程 python书籍 笨办法学python 网络金融 python金融分析";198.0;"Yves";"2015-12-01";"人民邮电出版社"
"Python金融大数据分析 东南大学出版社 9787564183721 Yves,Hilpisch 著";124.82;"Yves";"2019-06-01";"东南大学出版社"
"Python金融大数据分析 第2二版 金融数据科学算法交易量化金融计算入门数据科学编程开发程序设计入门教程教材书籍";110.0;"伊夫・希尔皮斯科";"2020-11-01";"人民邮电出版社"
"Python金融大数据分析 第2版";69.5;"伊夫・希尔皮斯科";"2020-04-01";"人民邮电出版社"
"Python金融大数据分析 第2版 [德]伊夫・希尔皮斯科（YvesHilpisch）,姚军 人民邮电出版社 97871";113.98;"伊夫・希尔皮斯科";"2020-04-01";"人民邮电出版社"
"Python金融大数据分析 第2版 python金融工程师应用编程 python数据分析定价与量化投资金融数据科学算法交";92.0;"Yves";"2020-11-29";"人民邮电出版社"
"Python金融大数据分析 第2版（影印版）";146.8;"Yves";"2019-06-01";"东南大学出版社"
"Python金融大数据分析 第2版+Python期货量化交易实战+基于Python的金融分析与风险管理 金融数据科学算法";246.9;"BR互联网金融研究院";"2010-12-30";"中国经济出版社"
"Python金融大数据分析 第2版+利用Python进行数据分析+基于Python的金融分析与风险管理 金融数据科学算法";244.4;"Shon";"2010-12-30";"清华大学出版社"
"Python金融大数据分析 第二2版 金融数据科学算法交易量化金融计算入门书籍 金融科技计算机";69.5;"伊夫・希尔皮斯科";"2020-04-01";"人民邮电出版社"
"Python金融大数据挖掘与分析全流程详解";83.4;"王宇涛";"2019-08-28";"机械工业出版社"
"Python金融大数据挖掘与分析全流程详解 python金融大数据分析 金融实战 金融统计与数据分析 Python基础";77.35;"Unknow";"2010-12-30";"机械工业出版社"
"Python金融大数据挖掘与分析全流程详解量化交易爬虫机器学习书籍";65.57;"方巍";"2019-05-01";"机械工业出版社"
"Python金融大数据风控建模实战：基于机器学习";110.5;"王青天";"2020-06-12";"机械工业出版社"
"Python金融大数据风控建模实战：基于机器学习+智能风控：Python金融风险管理与评分卡建模2册套装 9787111";164.0;"王青天孔越梅子行毛鑫宇";"Unknow";"机械工业出版社"
"Python金融大数据风控建模实战(基于机器学习)";86.73;"王青天";"2020-06-01";"机械工业"
"Python金融大数据风控建模实战基于机器学习 分析与机器学习商业案例实战 零门槛学习金融大数据风控建模的全流程 机械工";178.5;"任小康";"2010-12-30";"兰州大学出版社"
"Python金融实战";56.09;"严玉星|译者";"2017-07-01";"人民邮电"
"Python金融实战 (美)严玉星(Yuxing Yan) 著;张少军,严玉星 译";57.7;"Yuxing";"2017-07-01";"人民邮电出版社"
"Python金融实战 [美] Yuxing Yan 著,张少军,严玉星 译 人民邮电出版社【正版书籍】";56.62;"Yuxing";"2017-06-01";"人民邮电出版社"
"Python金融实战 [美] Yuxing Yan,张少军,严玉星 人民邮电出版社 9787115457073";52.93;"Yuxing";"2017-06-01";"人民邮电出版社"
"Python金融实战 9787115457073 [美] Yuxing Yan；张少军,严玉星 人民邮电出版社";57.7;"Yuxing";"2017-06-01";"人民邮电出版社"
"Python金融实战 严玉星 人民邮电出版社";61.0;"严玉星";"2021-11-01";"人民邮电出版社"
"Python金融实战 人民邮电出版社";57.7;"严玉星";"2017-07-01";"人民邮电出版社"
"Python金融实战 人民邮电出版社 9787115457073 [美] Yuxing Yan 著,张少军,严玉星 译";64.78;"Yuxing";"2017-06-01";"人民邮电出版社"
"Python金融实战 程序设计 编程 python编程";39.5;"严玉星";"2017-07-01";"人民邮电出版社"
"Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法入门 程序设计 计算机 编程语言与程序";76.44;"严玉星";"2010-12-30";"人民邮电出版社"
"Python金融实战案例精粹";59.5;"斯文";"2020-06-01";"人民邮电出版社"
"Python金融实战案例精粹 斯文 人民邮电出版社";92.0;"斯文";"2021-11-01";"人民邮电出版社"
"Python金融实战案例精粹 斯文博士新作 基于Python的金融分析与风险管理姊妹篇 量化交易金融科技大数据分析书";59.5;"斯文";"2020-06-01";"人民邮电出版社"
"Python金融实战案例精粹 斯文博士新作基于Python的金融分析与风险管理 量化交易金融科技大数据分析书python";123.0;"斯文";"2020-01-01";"人民邮电出版社"
"Python金融数据分析";64.1;"马伟明";"2017-03-30";"机械工业出版社"
"Python金融数据分析 9787111589983";44.85;"杰姆斯・马伟明";"2018-04-01";"机械工业出版社"
"Python金融数据分析 原书第2版 科学算法交易量化 金融风险管控Python金融数据分析处理技术 数据科学与工程技术";78.65;"马伟明";"2021-04-01";"机械工业出版社"
"Python金融数据分析 原书第2版 科学算法交易量化金融风险管控Python金融数据分析处理技术 深度学习金融分析应用";49.7;"马伟明";"2021-04-01";"机械工业出版社"
"Python金融数据分析 原书第2版 马伟明 金融风险管控 Python金融数据";67.0;"马伟明";"2021-04-08";"机械工业出版社"
"Python金融数据分析 机械工业出版社 9787111589983 杰姆斯・马伟明（James,Ma,Weiming）";57.96;"杰姆斯・马伟明";"2018-04-01";"机械工业出版社"
"Python金融数据分析（原书第2版）";82.7;"马伟明";"2021-04-20";"机械工业出版社"
"Python金融数据分析/数据科学与工程技术丛书";49.68;"马伟明|译者";"2018-03-01";"机械工业"
"Python金融数据挖掘";43.2;"钟雪灵";"2020-09-01";"高等教育出版社"
"Python金融数据挖掘与分析实战 刘鹏 高中强 工作环境 交互工具 数据预处理 挖掘方法 决策树 支持向量机";95.0;"刘鹏";"2021-12-01";"机械工业出版社"
"Python金融数据挖掘与分析实战 刘鹏,高中强 机械工业出版社";81.0;"刘鹏";"2021-12-01";"机械工业出版社"
"Python金融编程：快速入门与项目实操 9787545477160 枫林苑图书专营店 数量：";45.24;"高顿财经研究院";"2021-04-01";"广东经济出版社"
"Python金融编程：快速入门与项目实操 9787545477160 知礼图书专营店 数量：";45.24;"高顿财经研究院";"2021-04-01";"广东经济出版社"
"Python金融编程快速入门与项目实操:新版";60.06;"高顿财经研究院";"2021-04-01";"广东经济出版社"
"Python金融编程快速入门与项目实操:新版 9787545477160";50.7;"高顿财经研究院";"2021-04-01";"广东经济出版社"
"Python金融衍生品大数据分析 建模 模拟 校准与对冲 python编程入门零基础自学大数据分析技术交易量化投资策略教";80.7;"蔡立�Z";"2021-03-23";"电子工业出版社"
"Python金融衍生品大数据分析：建模、模拟、校准与对冲";64.0;"Yves";"2020-10-01";"电子工业出版社"
"python零基础入门自学教程书籍三册 python在机器学习中的应用 编程项目实战 基于Python的大数据分析基础及";210.0;"陶国荣";"2012-08-01";"机械工业出版社"
"Python零基础快乐学习之旅";44.25;"洪锦魁";"2019-08-01";"清华大学出版社"
"Python零基础快乐学习之旅 洪锦魁 9787302532545";32.5;"洪锦魁";"2019-08-01";"清华大学出版社"
"Python零基础快乐学习之旅 洪锦魁 9787302532545 清华大学出版社";41.3;"洪锦魁";"2019-08-01";"清华大学出版社"
"Python零基础快乐学习之旅 清华大学出版社 9787302532545 洪锦魁 著";49.56;"洪锦魁";"2019-08-01";"清华大学出版社"
"Python零基础快乐学习之旅（K12实战训练）";29.5;"洪锦魁";"2019-10-01";"清华大学出版社"
"Python零基础快乐学习之旅(K12实战训练) 9787302532545";28.91;"洪锦魁";"2019-08-01";"清华大学出版社"
"Python零基础项目开发快速入门 张帆 著 水利水电出版社【正版书籍】";53.87;"张帆";"2021-02-01";"水利水电出版社"
"Python零基础项目开发快速入门:完全自学微视频版 9787517088011";51.87;"张帆";"2021-02-01";"水利水电出版社"
"Python零基础项目开发快速入门（完全自学微视频版）";77.6;"张帆";"2021-02-01";"水利水电出版社"
"Python零基础项目开发快速入门张帆 著水利水电出版社【正版图书，满额优惠，可开发票】";58.12;"张帆";"2021-02-01";"水利水电出版社"
"Python青少年编程:像超级英雄一样学习";82.7;"詹姆斯・R.佩恩";"2021-04-25";"机械工业出版社"
"Python青少年编程魔法课堂（案例+视频教学版）";49.5;"蒋子阳";"2020-10-20";"机械工业出版社"
"Python青少年趣味编程";34.5;"Adrienne";"2020-04-01";"电子工业出版社"
"Python青少年趣味编程 9787121388491";47.61;"艾德丽安・B.塔克";"2020-05-01";"电子工业出版社"
"Python青少年趣味编程 9787121388491 艾德丽安・B.塔克 电子工业出版社";50.4;"艾德丽安・B.塔克";"2020-05-01";"电子工业出版社"
"Python青少年趣味编程 python编程从入门到精通 青少年学Python 艾德丽安・B.塔克著 程序设计";49.34;"艾德丽安・B.塔克";"2010-12-30";"电子工业出版社"
"Python青少年趣味编程 python编程从入门到精通 青少年学Python技巧 中小学生程序设计游戏趣味编程书 艾德";47.95;"艾德丽安・B.塔克";"Unknow";"电子工业出版社"
"Python青少年趣味编程 千锋教育 9787517095682";67.9;"千锋教育";"2021-05-01";"中国水利水电出版社"
"Python青少年趣味编程 千锋教育 编程语言与程序设计 中国水利水电出版社9787517095682";70.43;"千锋教育";"2021-05-01";"中国水利水电出版社"
"Python青少年趣味编程 少儿编程（彩印+微课视频讲解）";34.9;"张彦";"2020-03-01";"水利水电出版社"
"Python青少年趣味编程 艾德丽安・B.塔克 9787121388491";54.51;"艾德丽安・B.塔克";"2020-05-01";"电子工业出版社"
"Python青少年趣味编程 艾德丽安・B.塔克 电子工业出版社 9787121388491";44.16;"艾德丽安・B.塔克";"2020-05-01";"电子工业出版社"
"Python青少年趣味编程 艾德丽安・B.塔克 著 电子工业出版社【正版书籍】";48.3;"艾德丽安・B.塔克";"2020-05-01";"电子工业出版社"
"Python青少年趣味编程（精装） （库区：M） 9787517095682";57.62;"千锋教育";"2021-05-01";"中国水利水电出版社"
"Python青少年趣味编程（精装） 9787517095682 枫林苑图书专营店 数量：";55.9;"千锋教育";"2021-05-01";"中国水利水电出版社"
"Python青少年趣味编程（精装） 9787517095682 知礼图书专营店 数量：";55.9;"千锋教育";"2021-05-01";"中国水利水电出版社"
"Python面向对象编程指南 [美] Steven F. Lott 洛特 人民邮电出版社 【正版图书】";49.3;"Steven";"2016-03-01";"人民邮电出版社"
"Python面向对象编程指南 Mastering Objec [美]Steven";29.33;"Steven";"2016-03-01";"人民邮电出版社"
"Python面试通关宝典";60.83;"洪锦魁";"2010-01-01";"清华大学出版社"
"Python面试通关宝典 （库区：M） 9787302565017";52.93;"洪锦魁";"2010-01-01";"清华大学出版社"
"Python项目实战从入门到精通";92.0;"方健";"2020-10-01";"机械工业出版社"
"Python项目实战从入门到精通正版";98.0;"Unknow";"2020-11-29";"机械工业出版社"
"Python项目开发实战";39.5;"陈强";"2021-03-01";"清华大学出版社"
"Python项目开发实战 （库区：M） 9787302572862";52.93;"陈强";"2010-01-01";"清华大学出版社"
"Python项目开发实战 9787302572862 枫林苑图书专营店 数量：";51.35;"陈强";"2010-01-01";"清华大学出版社"
"Python项目开发实战 9787302572862 知礼图书专营店 数量：";51.35;"陈强";"2010-01-01";"清华大学出版社"
"Python项目开发实战 会写代码不等于能做好项目 网罗Python项目开发中的流程 让你的编程事半功倍+Python高";132.0;"日本BePROUD股份有限公司";"2016-12-01";"人民邮电出版社"
"Python项目开发实战 第2版 日 BePROUD股份有限公司 人民邮电出版社 9787115438560【正版 部分";54.96;"BePROUD股份有限公司";"2016-12-01";"人民邮电出版社"
"Python项目开发实战 陈强 清华大学出版社 9787302572862";66.36;"陈强";"2010-01-01";"清华大学出版社"
"Python项目开发实战(第2版)/图灵程序设计丛书";57.26;"日本BePROUD股份有限公司|译者";"2017-01-01";"人民邮电"
"Python项目开发实战入门（全彩版）";44.2;"明日科技";"2020-04-01";"吉林大学出版社"
"Python项目开发案例集锦（全彩版）";57.8;"明日科技";"2019-03-01";"吉林大学出版社"
"Python项目开发案例集锦全彩版 python基础教程python编程从入门到实践编程书籍python爬虫python";120.0;"明日科技";"2019-09-30";"吉林大学出版社"
"Python项目开发案例集锦全彩版 基础教程计算机电脑编程网络爬虫 pathon编程从入门到实践python语言程序设计";87.0;"明日科技";"2020-11-01";"吉林大学出版社"
"Python项目案例开发从入门到实战――爬虫、游戏和机器学习";39.9;"郑秋生";"2018-12-05";"清华大学出版社"
"Python项目案例开发从入门到实战―爬虫、游戏和机器学习20个项目案例600分钟精讲视频及源码 郑秋生,夏敏捷,宋宝卫";67.04;"郑秋生";"2018-12-01";"清华大学出版社"
"Python项目案例开发超详细攻略";61.62;"吕云翔";"2010-01-01";"清华大学出版社"
"Python项目案例开发超详细攻略――GUI开发、网络爬虫、Web开发、数据分析与可视化、机器学习";76.8;"吕云翔";"2021-03-01";"清华大学出版社"
"Python项目案例开发超详细攻略――GUI开发、网络爬虫、Web开发、数据分析与可视化、机器学习高等院校计算机与软件相";58.0;"吕云翔";"2021-10-27";"清华大学出版社"
"Python项目案例开发超详细攻略―GUI开发、网络爬虫、Web开发、数据分析与可视化、机器学习 吕云翔,姚泽良,张扬,";66.36;"吕云翔";"2010-01-01";"清华大学出版社"
"Python项目案例开发超详细攻略（本科） 9787302571872 枫林苑图书专营店 数量：";51.35;"吕云翔";"2010-01-01";"清华大学出版社"
"Python项目案例开发超详细攻略（本科） 9787302571872 知礼图书专营店 数量：";51.35;"吕云翔";"2010-01-01";"清华大学出版社"
"Python项目案例开发超详细攻略（本科教材） （库区：M） 9787302571872";52.93;"吕云翔";"2010-01-01";"清华大学出版社"
"Python预测之美 数据分析与算法实战 预测概念理解 预测方法论 分析方法 特征技术 模型优化及评价 掌握预测的基本步";92.8;"游皓麟";"Unknow";"电子工业出版社"
"Python预测之美-数据分析与算法实战 游皓麟 Python语言基础 预测基础算法案例数据分析与挖掘建模 大数据分析p";108.29;"游皓麟";"2010-12-30";"电子工业出版社"
"Python预测之美：数据分析与算法实战";59.5;"游皓麟";"2020-06-01";"电子工业出版社"
"Python预测之美：数据分析与算法实战 9787121390418";82.11;"游皓麟";"2020-07-01";"电子工业出版社"
"Python预测之美：数据分析与算法实战 9787121390418 知礼图书专营店 数量：";76.16;"游皓麟";"2020-07-01";"电子工业出版社"
"Python预测之美：数据分析与算法实战 游皓麟 9787121390418";84.5;"游皓麟";"2020-07-01";"电子工业出版社"
"Python预测之美：数据分析与算法实战 游皓麟 9787121390418 电子工业出版社";89.3;"游皓麟";"2020-07-01";"电子工业出版社"
"Python预测之美：数据分析与算法实战 电子工业出版社 9787121390418 游皓麟 著";98.77;"游皓麟";"2020-07-01";"电子工业出版社"
"Python高性能 *2版 机器学习 人工智能 信息检索 数值计算可视化 Python开发人员进阶书籍";46.02;"加布丽埃勒";"2018-08-01";"人民邮电出版社"
"Python高性能 第2版";29.5;"加布丽埃勒・拉纳诺";"2018-08-01";"人民邮电出版社"
"Python高性能 第2版【正版图书，满额减】";49.0;"加布丽埃勒・拉纳诺";"2018-08-01";"人民邮电出版社"
"Python高性能编程";39.5;"Micha";"2017-06-01";"人民邮电出版社"
"Python高性能编程 (美)戈雷利克(Micha Gorelick),欧日沃尔德(Ian Ozsvald) 著;胡世杰";51.35;"戈雷利克";"2017-07-01";"人民邮电出版社"
"Python高性能编程 9787115454898 Micha,Gorelick,戈雷利克,Ian,Ozsvald...";57.7;"Micha";"2017-06-01";"人民邮电出版社"
"Python高性能编程 python 编程";39.5;"戈雷利克";"2017-06-01";"人民邮电出版社"
"Python高性能编程 python编程教程书籍 python核心编程 python编程技术从入门到实践 python语";78.0;"戈雷利克";"2019-09-30";"人民邮电出版社"
"Python高性能编程 人民邮电出版社";57.7;"戈雷利克";"2017-07-01";"人民邮电出版社"
"Python高性能编程 人民邮电出版社 9787115454898 (美)戈雷利克(Micha Gorelick),欧日";64.78;"戈雷利克";"2017-07-01";"人民邮电出版社"
"Python高手之路-(第3版)";44.5;"朱利安.丹乔";"2016-12-01";"暂无信息"
"Python高手之路-(第3版)( 货号:711543710)";42.9;"朱利安.丹乔";"2016-12-01";"人民邮电出版社发行部"
"Python高手修炼之道 数据处理与机器学习实战 Python入门语法知识图像处理数据文件读写数据库操作技能 Pytho";78.0;"16开";"2021-02-24";"人民邮电出版社"
"Python高手修炼之道 数据处理与机器学习实战 利用Python数据分析可视化编程入门零基础从入门";39.5;"许向武";"2020-11-01";"人民邮电出版社"
"Python高手修炼之道：数据处理与机器学习实战";39.5;"许向武";"2020-11-01";"人民邮电出版社"
"Python高手修炼之道：数据处理与机器学习实战正版";79.0;"16开";"2020-11-29";"人民邮电出版社"
"Python高手修炼之道数据处理与机器学习实战 利用Python数据分析可视化编程入门零基础从入门到精通计算机人民邮电出";68.77;"16开";"2010-12-30";"人民邮电出版社"
"Python高效开发实战 Django Tornado Flask Twisted Web框架开发实战技法教程图书籍 P";88.0;"刘长龙";"2019-03-17";"电子工业出版社"
"Python高效开发实战 电子工业出版社";44.5;"Unknow";"2016-10-01";"电子工业出版社"
"Python高效开发实战――Django、Tornado、Flask、Twisted（第2版）";49.5;"刘长龙";"2018-12-01";"电子工业出版社"
"Python高效开发实战――Django、Tornado、Flask、Twisted（第3版）";54.0;"刘长龙";"2021-08-01";"电子工业出版社"
"Python高效开发实战:Django、Tornado、Flask、Twisted 9787121416033";74.52;"刘长龙";"2010-01-01";"电子工业出版社"
"Python高效开发实战:Django、Tornado、Flask、Twisted 刘长龙 电子工业出版社 978712";89.64;"刘长龙";"2010-01-01";"电子工业出版社"
"Python高效开发实战:Django、Tornado、Flask、Twisted 刘长龙 著";50.7;"刘长龙";"2016-10-01";"电子工业出版社"
"Python高效开发实战:Django、Tornado、Flask、Twisted 刘长龙 著 电子工业出版社【正版书籍";21.0;"刘长龙";"2016-10-01";"电子工业出版社"
